Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2021_Human,ErbB signaling pathway,1/85,0.5751779449472499,0.758745374185734,0,0,1.1794687724335966,0.6523356544527062,EGF
KEGG_2021_Human,GABAergic synapse,1/89,0.591989195722158,0.7754224676360661,0,0,1.1256281407035176,0.5901295699518402,GNG11
KEGG_2021_Human,Morphine addiction,1/91,0.6001448988156681,0.7797671455904351,0,0,1.100502512562814,0.5618991453376235,GNG11
KEGG_2021_Human,Th1 and Th2 cell differentiation,1/92,0.6041617136020576,0.7797671455904351,0,0,1.0883538571980782,0.5484360698708618,JAK3
KEGG_2021_Human,Salivary secretion,1/93,0.6081383763355012,0.7797671455904351,0,0,1.0764693030369237,0.5353850545471538,GUCY1B1
KEGG_2021_Human,TGF-beta signaling pathway,1/94,0.6120752863236749,0.7797671455904351,0,0,1.0648403306856864,0.5227301046685241,BMP6
KEGG_2021_Human,Choline metabolism in cancer,1/98,0.6274332493027582,0.7885309754750881,0,0,1.0207221675387246,0.4757769643136218,EGF
KEGG_2021_Human,mRNA surveillance pathway,1/98,0.6274332493027582,0.7885309754750881,0,0,1.0207221675387246,0.4757769643136218,CPSF2
KEGG_2021_Human,Longevity regulating pathway,1/102,0.642186106799596,0.789109869043532,0,0,0.9800985123637992,0.4340632175669919,HSPA2
KEGG_2021_Human,Toll-like receptor signaling pathway,1/104,0.6493430720264805,0.789109869043532,0,0,0.9609698980338586,0.4149411183845573,CXCL9
KEGG_2021_Human,NF-kappa B signaling pathway,1/104,0.6493430720264805,0.789109869043532,0,0,0.9609698980338586,0.4149411183845573,BCL2L1
KEGG_2021_Human,Th17 cell differentiation,1/107,0.6598123057378238,0.789109869043532,0,0,0.933630416232104,0.388203405372955,JAK3
KEGG_2021_Human,Glucagon signaling pathway,1/107,0.6598123057378238,0.789109869043532,0,0,0.933630416232104,0.388203405372955,CPT1A
KEGG_2021_Human,Insulin resistance,1/108,0.6632324670568477,0.789109869043532,0,0,0.9248579345324754,0.3797741558133871,CPT1A
KEGG_2021_Human,Ribosome biogenesis in eukaryotes,1/108,0.6632324670568477,0.789109869043532,0,0,0.9248579345324754,0.3797741558133871,POP1
KEGG_2021_Human,HIF-1 signaling pathway,1/109,0.6666184129739804,0.789109869043532,0,0,0.916247906197655,0.3715728772578474,EGF
